InitialReportDate,DateofDiscovery,Operator,TrackingNum,FacilityType,Latitude,Longitude,county,livestock,PublicByway,ResidenceOrOccupiedStructure,CurrentLandUse,OtherLandUse,SurfaceWaterSupplyArea,WatersoftheState,SpillDescription
05/20/2014,05/15/2014,PIONEER NATURAL RESOURCES USA INC,400611537,WELL,37.06362,-104.6819,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,Produced water was found to be spraying out of a pinhole in the piping by the mag meter on the wellhead. Approximately 5 bbls of water saturated the ground around the wellhead and most of the water ran into the pit on location. The well was turned off upon discovery and repairs are being made before it is to be re-started.
06/03/2014,06/02/2014,PIONEER NATURAL RESOURCES USA INC,400619017,WELL,37.08016,-104.70576,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,The pumper found the water valve on the wellhead to be partially opened and an estimated 3bbls of produced water had leaked out and saturated some ground on the wellpad. No water left the location. The valve was properly closed tight.
06/04/2014,06/03/2014,PIONEER NATURAL RESOURCES USA INC,400620785,TANK BATTERY,37.25924,-104.92553,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"Sometime during the night on Monday 6/2/14 the water disposal injection meter unexpectedly malfunctioned and plugged off, causing the WD well to stop taking in water for injection. The WD tanks filled up and overflowed onto location into a depressed area of the location that acted like a trap. The water/oil did not leave location. Forest Management sucked up 120 bbls of liquid. The released amount of liquid mix looked to be approximately 119 bbls water & 1bbl of oil. The affected soil will be excavated and the area will be reclaimed and seeded with native species."
06/06/2014,06/06/2014,PIONEER NATURAL RESOURCES USA INC,400622462,WELL PAD,37.17401,-104.9238,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,It is believed one of the valves on the tank was left not completely closed. Approximately 4 bbls of water escaped and spread onto the pad. Produced water did not leave the location. The valve has been compleely closed.
06/16/2014,06/13/2014,PIONEER NATURAL RESOURCES USA INC,400627110,WATER GATHERING SYSTEM/LINE,37.30655,-104.68206,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,Produced water was found to have surface along the road going to the Shipianka 11-33 location. Water ran along the roadside towards the location for 300' before running off down the hill for another 120' and coming to a stop on the hillside. The spill was isolated upon discovery. Crews are on location today to dig up and repair the line. Initial word from the field is that the leak was likely from a failure at the relief valve.
06/23/2014,06/20/2014,PIONEER NATURAL RESOURCES USA INC,400631290,WELL,37.14849,-104.70061,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,"It is believed that cattle rubbed against the valve handle of the wellehad, partially opening the valve and allowing produced water to spill out. Produced water pooled on the location and then ran southeast down the road and into Valdez Canyon at the road crossing. The live water that the spilled produced water encountered in Valdez Canyon is produced water that is surface discharged upstream at outfalls 211A and 052A. The valve on the wellhead was closed upon discovery of the spill."
06/23/2014,06/20/2014,PIONEER NATURAL RESOURCES USA INC,400631656,WATER GATHERING SYSTEM/LINE,37.19252,-104.6826,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,Water gathering line break along the pipeline ROW northeast of the John Bo 11-9 location allowed produced water to run west-southwest down the hillside and into an old landowner stock pond. Water did not overflow or leave the pond once it reached it. The spill was isolated immediately upon discovery. The well is down and the line will be dug up this week for further root cause investigation and repair/replacement.
09/10/2014,09/08/2014,PIONEER NATURAL RESOURCES USA INC,400684229,WELL,37.20993,-104.74222,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,Wellhead packing was found to be leaking. Approximately 2 bbls of produced water had leaked out onto the wellpad where it travelled north to the shed on lcoation and pooled up near the entrance of the shed. Upon discovery the well was shut off and the packing was replaced. The well is back to running normally.
09/13/2014,09/12/2014,PIONEER NATURAL RESOURCES USA INC,400687011,WATER GATHERING SYSTEM/LINE,37.23434,-104.86106,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,Contractor was doing culvert work near the intersection below the Dry Canyon 21-26 and hit the water line. Contractor immediately built earthen berms around the broken line to contain the spill to the side of the lease road until a water truck could come pull the water from the temporary containment. Wells feeding the gathering line we also shut down to stop the source of the water in the line. An estimated 15 bbls of water leaked out from the line. No state waters were involved. This water is normally surface discharged at CDPS permitted outfall 213A just down the road.
09/19/2014,09/19/2014,PIONEER NATURAL RESOURCES USA INC,400691697,WELL,37.22574,-104.76291,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"2"" valve was found partially open. Approximately 1 bbl of water had leaked out and some of it ran to the edge of teh pad but not off of location. The valve was shut completely upon discovery."
09/20/2014,09/19/2014,PIONEER NATURAL RESOURCES USA INC,400691982,WATER GATHERING SYSTEM/LINE,37.15499,-104.86171,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,"There was a break in the gathering line at the Outcast 13-23 location. Approximately 100 blls leaked out and flowed SW off location, ddown the hillside, through the culvert under the road, and into Wet Canyon. The spill was immediately isolated upon discovery an the line will be dug up for further investigation."
10/03/2014,10/02/2014,PIONEER NATURAL RESOURCES USA INC,400701152,TANK BATTERY,37.25928,-104.92519,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,"The tanks at teh water disposal well overflowed as well as the emregency overflow pit. Secondary containment around the tanks failed since they were not properly installed due to the work still ongoing to install them and water was able to escape from under them. Based on known times when the tanks overtopped and the levels began to fall, using maximum possible inflow, and subracting the volume of the emergencey overflow pit, engineers came up with an estimated 1000 bbls of water spilled. All of teh water spilled was surface discharge quality that was being sent to the disposal well for injection. The investigation into why the spill happened and root cause is still ongoing."
10/03/2014,10/03/2014,PIONEER NATURAL RESOURCES USA INC,400701178,WATER GATHERING SYSTEM/LINE,37.15834,-104.6562,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,Gathering line break on location at the Venom 32-12 location. An estimated 75 bbls of produced water spilled out based on known maximum time frame and flow through the line. Water ran south off the location into a landowner pond that was already full with rainwater. The leak has been isolated. Investigation is ongoing.
10/03/2014,10/02/2014,PIONEER NATURAL RESOURCES USA INC,400701204,WATER GATHERING SYSTEM/LINE,37.15923,-104.72067,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,"Water line broke on location of the Linda 12-19, allowing approximately 45 bbls of produced water to spill out before being isolated. Water ran east off the pad and some water did make it into a dry Valdez Canyon next to the location."
10/15/2014,10/14/2014,PIONEER NATURAL RESOURCES USA INC,400708534,WATER GATHERING SYSTEM/LINE,37.09557,-104.6152,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,Produced water was found to be seeping out from under a shed on a cement slab. The shed was removed and the cement tore up so that diggin could occur to find the line. The spill was isolated at this time. A hole was dug next to the spill so that water could be captured and pulled by truck. Approximately 2.5 bbls f water were recovered by the truck. A pinhole was found in a water pipe from the gathering system coming into the Long Canyon 43-12 WD location that was allowing some water to escape. The section of line has been replaced and everything is operating normally.
10/15/2014,10/14/2014,PIONEER NATURAL RESOURCES USA INC,400708597,WELL,37.09448,-104.76413,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"For a reason unkown at this time, 2"" poly line separated at the wellhead allowing approximately 10 bbls of water to spill out and run into the sediment trap at the end of the location. The trap filled and slightly overflowed and water trickled a short ways down the hillside before coming to a stop on the hillside. Upon discovery the well was shut off."
10/17/2014,10/16/2014,PIONEER NATURAL RESOURCES USA INC,400710978,PIT,37.12402,-104.82333,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"Per COGCC inspection 678300035, produced water was found to be trickling into an unpermitted offsite pit southeast of the location via a buried pipe. The onsite pit was drained today and a pipe at the bottom of it was cut and capped, putting it permanently out of service. The offsite pit will be closed via Form 27 pit closure process."
10/23/2014,10/22/2014,PIONEER NATURAL RESOURCES USA INC,400715383,WATER GATHERING SYSTEM/LINE,37.29287,-104.87698,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,The 2 inch water line broke near the meter house on the well pad. Produced water ran north down the fill slope and into a sediment trap where it filled the trap and some water ran down the hillside where it stopped. The well was shut down upon discovery and the line is being repaired.
10/24/2014,10/23/2014,PIONEER NATURAL RESOURCES USA INC,400716910,WATER GATHERING SYSTEM/LINE,37.15624,-104.70894,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,Sam Sisneros Operations struck a 3” water line while installing a new 4” water line. They were digging in a tight spot across a wash out on the ROW and were excavating right next to the locates when they stuck a tooth thru the 3” water line. The pumper was called and the line was isolated within 30 min. The operator was able to keep most of the water contained in the trench. Some water did reach Valdez Canyon where it encountered live water.
10/30/2014,10/29/2014,PIONEER NATURAL RESOURCES USA INC,400720493,WELL,37.29291,-104.816,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"Forest Management water trucks empty the produced water tank on location. It is believed that a Forest Management driver filled his 80 bbl truck and drive away from the tank while his hose was still connected to the tank, breaking the tank valve off of the tank. Approximately 10 bbls of produced water spill from the tank and was contained within the earthen berm secondary containment. Another water truck came and pulled about 9 bbls of water from the containment. The investigation into the incident is ongoing."
11/06/2014,11/05/2014,PIONEER NATURAL RESOURCES USA INC,400725176,WELL,37.15578,-104.77343,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,There was a small break in the water line at the wellhead. Approximately 1 bbl of produced water leaked out around the wellhead and some ran into the production pit on location next to the well. the well was shut off upon discovery and the line is being repaired today.
11/10/2014,11/08/2014,PIONEER NATURAL RESOURCES USA INC,400727545,WELL,37.16653,-104.77843,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"When isolating the nearby Snowflake 13-22 spill from last week, a valve should have been shut to isolate the Genghis 44-16 well since it is along the same gathering infrastructure. The genghis was not isolated and there was a pressure build up in the line. The water line broke at the Genghis 44-16 wellhead, allowing approximately 25 bbls of produced water to leak out on to location. Water stayed within the location and its stormwater BMPs. Upon discovery, the Genghis well was shut down and crews are on location today doing repairs."
11/17/2014,11/14/2014,PIONEER NATURAL RESOURCES USA INC,400733365,WELL,37.27114,-104.71718,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"Ball valve froze and split, allowing approximately 7 bbls of produced water to leak out. Water ran east off the pad and stopped on the wooded hillside. The water is normall surface discharge and CDPS permitted outfall 065A. Pumper isolated the line and has replaced the ball valve. Everything is operating normally."
11/17/2014,11/14/2014,PIONEER NATURAL RESOURCES USA INC,400733388,WELL,37.28989,-104.69351,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"Water inside 2"" T and bull plug froze and pushed bull plug out of the T. When it warmed up to thaw out, water pushed the ice out and released approximately 40 bbls of produced water out on the ground. Produced water ran east off the location down a wooded hillside and across CR 51.1 before coming to a stop in a grassy field just off the east side of the country road. This water is normally surface discharged at CDPS permitted outfall 065A. The spill was isolated upon discovery."
11/17/2014,11/14/2014,PIONEER NATURAL RESOURCES USA INC,400733427,WELL,37.04077,-104.70159,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"The 2"" water line froze and cracked at the wellhead. Approximately 2 bbls of produced water spilled out onto location and pooled around the wellhead. The well was shut down upon discovery. Repairs are being done."
11/17/2014,11/15/2014,PIONEER NATURAL RESOURCES USA INC,400733508,TANK BATTERY,37.09563,-104.61557,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"Long Canyon WD flow meter got debris inside from the tanks due to their low level, the debris stopped flow through the meter. The tanks filled and produced water overflowed into the containment. The containment had 400 BBLS in it and 15 BBLS went out of containment off location into a grass field to the southwest of location. The 400 BBLS inside of containment was recovered by water trucks and put back into the tanks. The debris in the meter was cleaned out and removed."
12/02/2014,12/01/2014,PIONEER NATURAL RESOURCES USA INC,400743588,WELL,37.27446,-104.71987,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"Ball valve on the wellhead froze and broke, allowing approximately 5 bbls of produced water to spill out. Water ran east across the pad and into the wooded area off the eastern edge of the pad where it came to a stop. The valve has been replaced."
12/22/2014,12/19/2014,PIONEER NATURAL RESOURCES USA INC,400757782,WATER GATHERING SYSTEM/LINE,37.09827,-104.74876,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"Contractor struck a 2"" water line while blading the road. water spilled out and ran down the hillside where it came to a stop. The line was isolated and repairs to the line were done on Friday. Everything is operating normally."
12/26/2014,12/23/2014,PIONEER NATURAL RESOURCES USA INC,400759633,WELL,37.08918,-104.84275,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"2"" ball valve froze and broke, allowing approximately 1 bbl of produced water to spill out onto the location. No water left location. The valve was repaired."
12/29/2014,12/28/2014,PIONEER NATURAL RESOURCES USA INC,400760161,WELL PAD,37.20037,-104.91526,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"Bruscher 008 discharge point was shut down, which then over-pressured the water meter inside the meter house on location. The pressure blew out the flange gasket causing produced water to spill inside the meter house and on location. The spill was isolated."
01/03/2015,01/02/2015,PIONEER NATURAL RESOURCES USA INC,400763041,WATER GATHERING SYSTEM/LINE,37.19037,-104.90956,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"One inch valve on the waterline inside the meter house froze and broke, allowing approximately 20 bbls of produced water to spill out. Some water ran into the sediment trap and stopped there. Water also ran down the lease road into a sediment trap then into a bar ditch along the main road where it stopped. The well was shut off upon discovery so that repairs can be done."
01/05/2015,01/03/2015,PIONEER NATURAL RESOURCES USA INC,400764478,WATER GATHERING SYSTEM/LINE,37.2015,-104.90698,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"Either high gathering pressures or freeze caused separator dump valve to come apart. Well was down, waiting on rig. Water pooled on location around the meter house. The spill was isolated upon discovery."
01/06/2015,01/04/2015,PIONEER NATURAL RESOURCES USA INC,400764760,WELL,37.07617,-104.83202,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,"PC well head torqued up and broke 2"" line at flow tee.The well kept pumping and pumped aproximately 2000 bbls of produced water on location, and off NE side location. Water ran NE off the pad into a dry tributary of Chimney Canyon. Water was seen flowing into the dry Chimney Canyon confluence from the P&A’d Lorencito 3-19-34-66 location, but water was not seeing flowing into Lorencito Canyon lower down Chimney Canyon at the county road crossing."
01/11/2015,01/10/2015,PIONEER NATURAL RESOURCES USA INC,400768543,WELL,37.25979,-104.91558,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"Lease Operator found 2"" ball vale on water line open, water ran off location down to the county road. It did not reach waters of the State. Incident is still under investigation."
01/12/2015,01/11/2015,PIONEER NATURAL RESOURCES USA INC,400768662,PIT,37.19625,-104.75567,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"The overflow pipe cap froze and broke at the permitted offsite pit. Approximately 200 bbls of water spilled out and fanned across the grassy area below the offsite pit. Produced water had not been sent to the pit since about 6 months ago, so it is unknown how much of the water spilled from the pit was produced water, if any, and how much was precipitation captured by the pit."
01/21/2015,01/20/2015,PIONEER NATURAL RESOURCES USA INC,400777174,WATER GATHERING SYSTEM/LINE,37.13448,-104.69052,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,A PVC blade hit a buried water line along the edge of the road just west of the Marquez 41-32 location yesterday. A lease operator was in the area and was able to isolate the spill quickly. Approximately 1 bbl of produced water spilled out and ran east along the roadside for 75' before coming to a stop. The line has already been repaired and is back to operating normally.
01/22/2015,01/22/2015,PIONEER NATURAL RESOURCES USA INC,400778704,WELL PAD,37.17156,-104.89409,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,Lease operator noticed a broken water valve coming off the meter house when he pulled on to location that caused a 5bbl produced water spill. He isolated the water and replaced the cracked valve. The water puddled around the meter house and reached the first workover rig anchor. No water left location.
02/05/2015,02/03/2015,PIONEER NATURAL RESOURCES USA INC,400787201,WATER GATHERING SYSTEM/LINE,37.21143,-104.79961,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"Gas buster on the SE corner of location froze and broke, allowing approximately 10 bbls of produced water to pool on location. Some water ran south off location and skirted along the toe of the hillside until coming to a stop in an open grassy area. The spill was isolated upon discovery and repairs are being done to the gas buster and water line."
03/03/2015,03/01/2015,PIONEER NATURAL RESOURCES USA INC,400802279,WATER GATHERING SYSTEM/LINE,37.17172,-104.89455,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,Above ground water gathering line had a small split in it next to the meter house. Approximately 1 bbl of produced water sprayed out on location and melted snow in the spray area. No water left location. The well was shut off upon discovery and will be restarted after repairs to the line have been completed.
03/09/2015,03/06/2015,PIONEER NATURAL RESOURCES USA INC,400805965,WELL,37.12524,-104.78562,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"2"" valve on pumper tee was found to be spraying produced water on the ground around the wellhead. The valve was closed completely upon dicovery."
03/13/2015,03/12/2015,PIONEER NATURAL RESOURCES USA INC,400808815,WATER GATHERING SYSTEM/LINE,37.18131,-104.89831,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,Gathering line broke next to meter house causing a spill of approximately 5bbls to run across location and stop in sediment pond on the southeast edge of location.
03/13/2015,03/12/2015,PIONEER NATURAL RESOURCES USA INC,400808834,WELL,37.27713,-104.7064,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"2"" ball valve froze and broke on the wellhead, which was not running, and allowed approximately 125 bbls of produced water to spill out onto location. Water then fanned out into the adjacent pasture. This water is normally surface discharge at the Polly 065A outfall."
03/18/2015,03/17/2015,PIONEER NATURAL RESOURCES USA INC,400810886,PIT,37.06693,-104.78244,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"The well only makes 4 bwpd and that produced water goes to the pit. The entire cut slope of the location is covered with substantial snow from recent storm. The warming trend of teh past week has caused the snowmelt to run down into the pit, causing a slight overtopping of the pit. Approximately 4 bbls of produced water and snowmelt mix flowed over the NW corner of the pit and spread north across to the pad where it ran into the diversion ditch on the northside of the pad and stopped in there. Upon discovery, the well was shut down temporarily and water trucks were immediately called to pull the pit. The pit has been pulled down and the well is back to operating normally."
03/20/2015,03/18/2015,PIONEER NATURAL RESOURCES USA INC,400812313,WATER GATHERING SYSTEM/LINE,37.21743,-104.64479,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"Buried 2"" poly water gathering line failed on location and aproximately 2 bbls of produced water spread west across the pad and came to a stop a the entrance of the well pad. The well was shut off upon discovery. This water is normally surface discharged at CDPS permitted Franvilo Outfall 230."
03/31/2015,03/30/2015,PIONEER NATURAL RESOURCES USA INC,400818017,WATER GATHERING SYSTEM/LINE,37.13609,-104.81452,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,A break in the buried water line was discovered on the location near the Heartbeat 44-30 Tr wellhead. Approximately 10 bbls of produced water spilled out and ran NE across and off location. Water ran down into the stormwater drainage ditch along the south side of the road and continued to run east in that ditch where it then came to a stop before the gate. The well was shut off upon discovery. This water is usually surface discharged at nearby CDPS permitted Melbourne 217A outfall.
04/07/2015,04/06/2015,PIONEER NATURAL RESOURCES USA INC,400821348,WATER GATHERING SYSTEM/LINE,37.15037,-104.85887,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,"We found a produced water spill near the Weston 24-23 A WD yesterday just east of location by the unnamed tributary to Wet Canyon. It’s the old buried line that was abandoned for a new upgraded line. The old line was capped on both ends but was not drained when it was abandoned. There was a small leak that let approximately 5 bbls of water spill out and run into the dry tributary of Wet Canyon. Water ran for about 400' before coming to s top in the tributary. Produced water did not reach Wet Canyon. The line was dug up today, bandaged up, and left abandoned. It should be 100% empty now since the leak occurred at a low point in that capped and abandoned section."
05/04/2015,05/01/2015,PIONEER NATURAL RESOURCES USA INC,400835400,WATER GATHERING SYSTEM/LINE,37.23215,-104.78181,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,BAMM was installing rig anchors and struck a buried produced water line. Approximately 10 bbls of produced water spilled out onto location. No water left location. The spill was isolated as soon as possible.
05/12/2015,05/08/2015,PIONEER NATURAL RESOURCES USA INC,400838563,WELL,37.23536,-104.81314,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"eForms was giving me an error and not letting me login all day yesterday and this morning. I was just finally able to login. 2"" valve at the wellhead had split allowing 2 bbls of produced water to run onto location. No water left location. the spill was isolated upon discovery."
05/13/2015,05/13/2015,PIONEER NATURAL RESOURCES USA INC,400839162,WATER GATHERING SYSTEM/LINE,37.18951,-104.86389,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,A break in the produced water gathering line was discovered today along the road just east of the Shinarump 11-11 location. wells have been sut-in and valves been turned to isolate most of the water feeding the line at the break point. This is still ongoing to completely stop the spill flow out of the line break. A hole has been dug at the spill point and water trucks are pulling water from the hole as needed. Some water ran east across the road and into a dry arroyo.
06/16/2015,06/13/2015,PIONEER NATURAL RESOURCES USA INC,400854454,WATER GATHERING SYSTEM/LINE,37.24673,-104.89625,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,Water gathering line brake along the lease road west of the Angus 22-21 well site. Water ran down lease road to the SW leaving the lease road enteriung a dry arroyo coming to a stop shortly after. Upon discover leak was isolated.
07/02/2015,07/01/2015,PIONEER NATURAL RESOURCES USA INC,400862815,WATER GATHERING SYSTEM/LINE,37.2824,-104.82712,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,A produced water gathering line was discoverd leeaking in the Husky 14-6 location. The leak was isolated upon discovery and repairs and investigation will follow. It is estimated from initial field vist to be 50bbls of produced water. The spill ran down the lease road about 800' entering a dry landowner pond ending shortly before live water in the pond.
07/24/2015,07/22/2015,PIONEER NATURAL RESOURCES USA INC,400873706,WATER GATHERING SYSTEM/LINE,37.24107,-104.89174,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,A break in the produced water gathering line near the Blade Runner location was discovered. it ran a short distance of 25' were it entered waters of the state and live water in the wet canyon drainage. upon discovery they began to isolate the leak and water trucks were dispached to begin recovery of the spill.  It is estimated that 700bbls were spilled with 250bbls recovered. Nrowest Colalected samples of the water in the drainage both above and below the spill
07/29/2015,07/27/2015,PIONEER NATURAL RESOURCES USA INC,400875872,WATER GATHERING SYSTEM/LINE,37.26176,-104.6946,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"A leak was discoverdd By PNR persosnal and called in opertaor to isolate leak of produced water. The spill ran down the lease road through a culvert were it stoped in a meadow. the leak was isolated and repiars were made on 7-28-15 and a break in the 2"" poly line was found.The spill ran about 500'."
07/31/2015,07/29/2015,PIONEER NATURAL RESOURCES USA INC,400877800,WATER GATHERING SYSTEM/LINE,37.24386,-104.89212,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,"A break in the pruduced water gathering line was discovered and isolatioin began upon discovery. Water trucks were dispatched and began recovery of the prduced water in the line. The spill is estimated to be 12,000bbls with 80bbls recovered. The spill ran a short distance to Wet Canyon drainage were it entered live water. Norwest our enviromental consultant was on site to collect water smaples of the spill and water in the darainage both above and below the spill. The analytical results will be given as we recieve them."
08/03/2015,08/01/2015,PIONEER NATURAL RESOURCES USA INC,400878434,WATER GATHERING SYSTEM/LINE,37.18829,-104.93511,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,A break in the Gathering line on the Montoya 12-7 location was discovered Staurday AM and was isolated upon discovery. The produced water ran down the lease road about 200' then through a culvert were it entered a  rocky drainage that was consisdered to be waters of the state with no live water. It ran down the drainage about 1300 ' were it came to a stop. The water in this gathering line normaly goes to Montoya 004A discharge point which is located approximately 800' south-west of the break point. The estmated spill amount is 100bbls
08/07/2015,08/06/2015,PIONEER NATURAL RESOURCES USA INC,400881265,WATER GATHERING SYSTEM/LINE,37.10586,-104.64531,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,"A break in the produced water Gathering line between the Agate 11-11 and Sebben 31-11 locations was discovered around 8:00 AM on 8/6/15. A drip truck driver discovered and called the spill in, the lease operator was near and began isolating the leak. The spill ran down the lease road about 210' then through a culvert were it ran down hill to Madrid Canyon were it entered state waters and live water at this point.This water normaly goes to the PCW12-4 WD. the estimated amount is 200bbls that could change after further investigation. Smples of the produced water and live water both above and below the spill were collected and sent to the Lab."
08/12/2015,08/11/2015,PIONEER NATURAL RESOURCES USA INC,400883254,WELL PAD,37.21731,-104.78131,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,Lease Operator found a valve open inside Meter House. Closed valve and isloated imediatly. it is estimated about 3bbls of produced water was spilled . The spill did not leave the location.
08/25/2015,08/23/2015,PIONEER NATURAL RESOURCES USA INC,400889755,WATER GATHERING SYSTEM/LINE,37.24925,-104.95283,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,The land owner called leak  to our office and in response the Forman on duty isolated the leak . Repairs are being made today to figure out the cause and investigation will follow.
08/29/2015,08/28/2015,PIONEER NATURAL RESOURCES USA INC,400892329,WATER GATHERING SYSTEM/LINE,37.32262,-104.70103,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,Crews reported water bubbling out of ground and reported it. It is estimated that 3bbls of produced wtaer were spiled . leak was isolated and prepped for repair. water ran doen leasebroad about 225' were it came to a stop. No Stae water were involved.
09/02/2015,09/01/2015,PIONEER NATURAL RESOURCES USA INC,400894660,WATER GATHERING SYSTEM/LINE,37.14472,-104.7923,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"Crews discovered water bubbling out of ground and reported. The Line break was isolated and prepped for repair. It is estimated that 3bbls of produced water wre spilled. The Break occured on the access road between the Parson 41-29 and Enterprise 12-28 locations near a culvert, water ran thru the culvert and down the Hillside were it ended. No state water were involved."
09/16/2015,09/15/2015,PIONEER NATURAL RESOURCES USA INC,400900757,WATER GATHERING SYSTEM/LINE,37.13712,-104.78574,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,A leak was called in and Lease operator was notified. the leak was isolated and plans for repiars are being made. It appears to be a break in the gathering line just North of the Diana 24-28 well site. The leak occured on the lease road and it ran east down the road aboutd 190' were it ended. it is estimated that 3bbls of produced water were spilled. Investigation will follow as repairs are made.
09/21/2015,09/18/2015,PIONEER NATURAL RESOURCES USA INC,400902883,WATER GATHERING SYSTEM/LINE,37.322264,-104.70109,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,"Crews found water bubbling out of the ground on Friday 9/18/15 at 12:00 PM, Lease operator was called and leak was isolated. after review it was determined that it was a reportable spill estimating 5bbls of produced water were spilled. The spill ran down the lease road for about 225' were it left the access road and entered a dry drainage that was considerd waters of the state with no live water.Plans for repair are being made with investigation to follow. A call was made to the CDPHE hotline, and for referance the spill occured at the intersection of Cool Whip 22-29 well site."
09/23/2015,09/21/2015,PIONEER NATURAL RESOURCES USA INC,400903752,PIT,37.27388,-104.76468,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,"A valve was found open sending water to the pit. The valve was shut and water trucks were dispached to lower water level in the pit. It is estimated that 20bbls of prduced water were spilled, most of the water stayed on location but a few bbls ran off the north side of the location. it ran down hill about 150'. No state waters were involved. The water form this well normally goes to surface discharge at the Milano 116A outfall."
10/03/2015,10/02/2015,PIONEER NATURAL RESOURCES USA INC,400910811,WATER GATHERING SYSTEM/LINE,37.21853,-104.68174,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,1,A break in the gathering line near the Turbo12-33 well was found. Leak was isolated and it is estimated that 2bbls of produced water were spilled. The leak was on the access road near a culvert and the water did enter waters of the state No live water was involved. The water in this line normaly goes to outfall 060A. The leak was isolated and plans for repair and investigation are in process.
10/09/2015,10/08/2015,PIONEER NATURAL RESOURCES USA INC,400914532,WELL,37.08661,-104.769544,LAS ANIMAS,0,0,0,NON-CROP LAND,,0,0,The packing /stuffing Box on the well head of the Lorencito 6-15-34-66 was found leaking the leak was fixed immediatly and lease operator was informed to follow up on repairs. it is estimated that 2bbls of produced water were spilled. most of the water stayed on location but some ran off the north side of location about 90'. No State waters were involved
